region,x,y,z,network,hemisphere,structure
7Networks_RH_Limbic_TempPole_5,29.0,12.0,-30.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_6,50.0,-28.0,-26.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_7,23.0,-18.0,-27.0,Limbic,R,cortical
7Networks_RH_Cont_Par_1,54.0,-53.0,44.0,Cont,R,cortical
7Networks_RH_Cont_Par_2,56.0,-41.0,48.0,Cont,R,cortical
7Networks_RH_Cont_Par_3,35.0,-71.0,47.0,Cont,R,cortical
7Networks_RH_Cont_Par_4,54.0,-33.0,51.0,Cont,R,cortical
7Networks_RH_Cont_Par_5,47.0,-44.0,46.0,Cont,R,cortical
7Networks_RH_Cont_Par_6,41.0,-55.0,48.0,Cont,R,cortical
7Networks_RH_Cont_Temp_1,62.0,-28.0,-20.0,Cont,R,cortical
7Networks_RH_Cont_Temp_2,63.0,-42.0,-11.0,Cont,R,cortical
7Networks_RH_Cont_PFCv_1,34.0,21.0,-8.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_1,28.0,55.0,-14.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_2,42.0,51.0,-6.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_3,27.0,59.0,3.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_4,49.0,40.0,5.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_5,42.0,46.0,14.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_6,50.0,30.0,18.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_7,48.0,18.0,23.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_8,25.0,54.0,25.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_9,47.0,29.0,28.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_10,39.0,11.0,34.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_11,39.0,33.0,38.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_12,45.0,19.0,44.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_13,43.0,7.0,51.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_14,34.0,15.0,56.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_15,24.0,10.0,58.0,Cont,R,cortical
7Networks_RH_Cont_pCun_1,13.0,-71.0,39.0,Cont,R,cortical
7Networks_RH_Cont_pCun_2,5.0,-64.0,44.0,Cont,R,cortical
7Networks_RH_Cont_Cing_1,6.0,-26.0,28.0,Cont,R,cortical
7Networks_RH_Cont_Cing_2,5.0,1.0,30.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_1,8.0,35.0,25.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_2,5.0,28.0,48.0,Cont,R,cortical
7Networks_RH_Default_Par_1,55.0,-46.0,19.0,Default,R,cortical
7Networks_RH_Default_Par_2,48.0,-64.0,22.0,Default,R,cortical
7Networks_RH_Default_Par_3,53.0,-53.0,26.0,Default,R,cortical
7Networks_RH_Default_Par_4,55.0,-45.0,33.0,Default,R,cortical
7Networks_RH_Default_Par_5,47.0,-64.0,42.0,Default,R,cortical
7Networks_RH_Default_Temp_1,49.0,9.0,-33.0,Default,R,cortical
7Networks_RH_Default_Temp_2,61.0,-8.0,-23.0,Default,R,cortical
7Networks_RH_Default_Temp_3,47.0,16.0,-20.0,Default,R,cortical
7Networks_RH_Default_Temp_4,55.0,-4.0,-14.0,Default,R,cortical
7Networks_RH_Default_Temp_5,63.0,-23.0,-7.0,Default,R,cortical
7Networks_RH_Default_Temp_6,49.0,-20.0,-8.0,Default,R,cortical
7Networks_RH_Default_Temp_7,63.0,-38.0,0.0,Default,R,cortical
7Networks_RH_Default_Temp_8,50.0,-33.0,2.0,Default,R,cortical
7Networks_RH_Default_PFCv_1,35.0,23.0,-18.0,Default,R,cortical
7Networks_RH_Default_PFCv_2,35.0,38.0,-13.0,Default,R,cortical
7Networks_RH_Default_PFCv_3,48.0,32.0,-8.0,Default,R,cortical
7Networks_RH_Default_PFCv_4,54.0,24.0,6.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_1,5.0,41.0,-11.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_2,9.0,67.0,1.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_3,7.0,42.0,4.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_4,7.0,54.0,13.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_5,17.0,65.0,16.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_6,6.0,25.0,18.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_7,6.0,58.0,29.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_8,16.0,52.0,36.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_9,5.0,44.0,40.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_10,26.0,34.0,39.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_11,14.0,39.0,52.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_12,24.0,26.0,51.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_13,12.0,20.0,63.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_1,12.0,-55.0,15.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_2,7.0,-44.0,20.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_3,17.0,-63.0,28.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_4,6.0,-52.0,23.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_5,5.0,-63.0,31.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_6,7.0,-39.0,35.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_7,4.0,-20.0,37.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_8,10.0,-53.0,35.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_9,7.0,-50.0,45.0,Default,R,cortical
